sentence,word,label
"Bhai labels check kar lena, I don't want any mistakes.",don't,ENG
"Bhai labels check kar lena, I don't want any mistakes.",want,ENG
"Bhai labels check kar lena, I don't want any mistakes.",any,ENG
"Bhai labels check kar lena, I don't want any mistakes.",mistakes,ENG
"Yaar project ka workflow clear hai, now we just need to implement it.",Yaar,URD
"Yaar project ka workflow clear hai, now we just need to implement it.",project,ENG
"Yaar project ka workflow clear hai, now we just need to implement it.",ka,URD
"Yaar project ka workflow clear hai, now we just need to implement it.",workflow,ENG
"Yaar project ka workflow clear hai, now we just need to implement it.",clear,ENG
"Yaar project ka workflow clear hai, now we just need to implement it.",hai,URD
"Yaar project ka workflow clear hai, now we just need to implement it.",now,ENG
"Yaar project ka workflow clear hai, now we just need to implement it.",we,ENG
"Yaar project ka workflow clear hai, now we just need to implement it.",just,ENG
"Yaar project ka workflow clear hai, now we just need to implement it.",need,ENG
"Yaar project ka workflow clear hai, now we just need to implement it.",to,ENG
"Yaar project ka workflow clear hai, now we just need to implement it.",implement,ENG
"Yaar project ka workflow clear hai, now we just need to implement it.",it,ENG
"Main data save kar rahi hoon, then I will upload it.",Main,URD
"Main data save kar rahi hoon, then I will upload it.",data,ENG
"Main data save kar rahi hoon, then I will upload it.",save,ENG
"Main data save kar rahi hoon, then I will upload it.",kar,URD
"Main data save kar rahi hoon, then I will upload it.",rahi,URD
"Main data save kar rahi hoon, then I will upload it.",hoon,URD
"Main data save kar rahi hoon, then I will upload it.",then,ENG
"Main data save kar rahi hoon, then I will upload it.",I,ENG
"Main data save kar rahi hoon, then I will upload it.",will,ENG
"Main data save kar rahi hoon, then I will upload it.",upload,ENG
"Main data save kar rahi hoon, then I will upload it.",it,ENG
"Ye example perfect hai, because both languages are naturally mixed.",Ye,URD
"Ye example perfect hai, because both languages are naturally mixed.",example,ENG
"Ye example perfect hai, because both languages are naturally mixed.",perfect,ENG
"Ye example perfect hai, because both languages are naturally mixed.",hai,URD
"Ye example perfect hai, because both languages are naturally mixed.",because,ENG
"Ye example perfect hai, because both languages are naturally mixed.",both,ENG
"Ye example perfect hai, because both languages are naturally mixed.",languages,ENG
"Ye example perfect hai, because both languages are naturally mixed.",are,ENG
"Ye example perfect hai, because both languages are naturally mixed.",naturally,ENG
"Ye example perfect hai, because both languages are naturally mixed.",mixed,ENG
"Mujhe final CSV banana hai, then upload it on Hugging Face.",Mujhe,URD
"Mujhe final CSV banana hai, then upload it on Hugging Face.",final,ENG
"Mujhe final CSV banana hai, then upload it on Hugging Face.",CSV,ENG
"Mujhe final CSV banana hai, then upload it on Hugging Face.",banana,ENG
"Mujhe final CSV banana hai, then upload it on Hugging Face.",hai,URD
"Mujhe final CSV banana hai, then upload it on Hugging Face.",then,ENG
"Mujhe final CSV banana hai, then upload it on Hugging Face.",upload,ENG
"Mujhe final CSV banana hai, then upload it on Hugging Face.",it,ENG
"Mujhe final CSV banana hai, then upload it on Hugging Face.",on,ENG
"Mujhe final CSV banana hai, then upload it on Hugging Face.",Hugging,ENG
"Mujhe final CSV banana hai, then upload it on Hugging Face.",Face,ENG
Please duplicate sentences remove kar dena before final submission.,Please,ENG
Please duplicate sentences remove kar dena before final submission.,duplicate,ENG
Please duplicate sentences remove kar dena before final submission.,sentences,ENG
Please duplicate sentences remove kar dena before final submission.,remove,ENG
Please duplicate sentences remove kar dena before final submission.,kar,URD
Please duplicate sentences remove kar dena before final submission.,dena,URD
Please duplicate sentences remove kar dena before final submission.,before,ENG
Please duplicate sentences remove kar dena before final submission.,final,ENG
Please duplicate sentences remove kar dena before final submission.,submission,ENG
"Bhai dataset ready hai, now we can move to the next step.",Bhai,URD
"Bhai dataset ready hai, now we can move to the next step.",dataset,ENG
"Bhai dataset ready hai, now we can move to the next step.",ready,ENG
"Bhai dataset ready hai, now we can move to the next step.",hai,URD
"Bhai dataset ready hai, now we can move to the next step.",now,ENG
"Bhai dataset ready hai, now we can move to the next step.",we,ENG
"Bhai dataset ready hai, now we can move to the next step.",can,ENG
"Bhai dataset ready hai, now we can move to the next step.",move,ENG
"Bhai dataset ready hai, now we can move to the next step.",to,ENG
"Bhai dataset ready hai, now we can move to the next step.",the,ENG
"Bhai dataset ready hai, now we can move to the next step.",next,ENG
"Bhai dataset ready hai, now we can move to the next step.",step,ENG
Yaar I think our dataset is looking really good now.,Yaar,URD
Yaar I think our dataset is looking really good now.,I,ENG
Yaar I think our dataset is looking really good now.,think,ENG
Yaar I think our dataset is looking really good now.,our,ENG
Yaar I think our dataset is looking really good now.,dataset,ENG
Yaar I think our dataset is looking really good now.,is,URD
Yaar I think our dataset is looking really good now.,looking,ENG
Yaar I think our dataset is looking really good now.,really,ENG
Yaar I think our dataset is looking really good now.,good,ENG
Yaar I think our dataset is looking really good now.,now,ENG
"Main final review karungi, phir dataset publish kar denge.",Main,URD
"Main final review karungi, phir dataset publish kar denge.",final,ENG
"Main final review karungi, phir dataset publish kar denge.",review,ENG
"Main final review karungi, phir dataset publish kar denge.",karungi,ENG
"Main final review karungi, phir dataset publish kar denge.",phir,URD
"Main final review karungi, phir dataset publish kar denge.",dataset,ENG
"Main final review karungi, phir dataset publish kar denge.",publish,ENG
"Main final review karungi, phir dataset publish kar denge.",kar,URD
"Main final review karungi, phir dataset publish kar denge.",denge,ENG
"Ye project simple lag raha hai, but accuracy important hogi.",Ye,URD
"Ye project simple lag raha hai, but accuracy important hogi.",project,ENG
"Ye project simple lag raha hai, but accuracy important hogi.",simple,ENG
"Ye project simple lag raha hai, but accuracy important hogi.",lag,ENG
"Ye project simple lag raha hai, but accuracy important hogi.",raha,URD
"Ye project simple lag raha hai, but accuracy important hogi.",hai,URD
"Ye project simple lag raha hai, but accuracy important hogi.",but,ENG
"Ye project simple lag raha hai, but accuracy important hogi.",accuracy,ENG
"Ye project simple lag raha hai, but accuracy important hogi.",important,ENG
"Ye project simple lag raha hai, but accuracy important hogi.",hogi,ENG
Mujhe har word ka label carefully check karna hai.,Mujhe,URD
Mujhe har word ka label carefully check karna hai.,har,ENG
Mujhe har word ka label carefully check karna hai.,word,ENG
Mujhe har word ka label carefully check karna hai.,ka,URD
Mujhe har word ka label carefully check karna hai.,label,ENG
Mujhe har word ka label carefully check karna hai.,carefully,ENG
Mujhe har word ka label carefully check karna hai.,check,ENG
Mujhe har word ka label carefully check karna hai.,karna,URD
Mujhe har word ka label carefully check karna hai.,hai,URD
Bhai English words ko ENG aur Roman Urdu ko URD label karna hai.,Bhai,URD
Bhai English words ko ENG aur Roman Urdu ko URD label karna hai.,English,ENG
Bhai English words ko ENG aur Roman Urdu ko URD label karna hai.,words,ENG
Bhai English words ko ENG aur Roman Urdu ko URD label karna hai.,ko,URD
Bhai English words ko ENG aur Roman Urdu ko URD label karna hai.,ENG,ENG
Bhai English words ko ENG aur Roman Urdu ko URD label karna hai.,aur,URD
Bhai English words ko ENG aur Roman Urdu ko URD label karna hai.,Roman,ENG
Bhai English words ko ENG aur Roman Urdu ko URD label karna hai.,Urdu,ENG
Bhai English words ko ENG aur Roman Urdu ko URD label karna hai.,ko,URD
Bhai English words ko ENG aur Roman Urdu ko URD label karna hai.,URD,ENG
Bhai English words ko ENG aur Roman Urdu ko URD label karna hai.,label,ENG
Bhai English words ko ENG aur Roman Urdu ko URD label karna hai.,karna,URD
Bhai English words ko ENG aur Roman Urdu ko URD label karna hai.,hai,URD
Yaar MIX label tab use karna hai jab word dono languages se related ho.,Yaar,URD
Yaar MIX label tab use karna hai jab word dono languages se related ho.,MIX,ENG
Yaar MIX label tab use karna hai jab word dono languages se related ho.,label,ENG
Yaar MIX label tab use karna hai jab word dono languages se related ho.,tab,ENG
Yaar MIX label tab use karna hai jab word dono languages se related ho.,use,ENG
Yaar MIX label tab use karna hai jab word dono languages se related ho.,karna,URD
Yaar MIX label tab use karna hai jab word dono languages se related ho.,hai,URD
Yaar MIX label tab use karna hai jab word dono languages se related ho.,jab,URD
Yaar MIX label tab use karna hai jab word dono languages se related ho.,word,ENG
Yaar MIX label tab use karna hai jab word dono languages se related ho.,dono,ENG
Yaar MIX label tab use karna hai jab word dono languages se related ho.,languages,ENG
Yaar MIX label tab use karna hai jab word dono languages se related ho.,se,URD
Yaar MIX label tab use karna hai jab word dono languages se related ho.,related,ENG
Yaar MIX label tab use karna hai jab word dono languages se related ho.,ho,URD
"Main abhi labels verify kar rahi hoon, will update you soon.",Main,URD
"Main abhi labels verify kar rahi hoon, will update you soon.",abhi,URD
"Main abhi labels verify kar rahi hoon, will update you soon.",labels,ENG
"Main abhi labels verify kar rahi hoon, will update you soon.",verify,ENG
"Main abhi labels verify kar rahi hoon, will update you soon.",kar,URD
"Main abhi labels verify kar rahi hoon, will update you soon.",rahi,URD
"Main abhi labels verify kar rahi hoon, will update you soon.",hoon,URD
"Main abhi labels verify kar rahi hoon, will update you soon.",will,ENG
"Main abhi labels verify kar rahi hoon, will update you soon.",update,ENG
"Main abhi labels verify kar rahi hoon, will update you soon.",you,ENG
"Main abhi labels verify kar rahi hoon, will update you soon.",soon,ENG
"Dataset complete ho gaya, now let's prepare the README.",Dataset,ENG
"Dataset complete ho gaya, now let's prepare the README.",complete,ENG
"Dataset complete ho gaya, now let's prepare the README.",ho,URD
"Dataset complete ho gaya, now let's prepare the README.",gaya,URD
"Dataset complete ho gaya, now let's prepare the README.",now,ENG
"Dataset complete ho gaya, now let's prepare the README.",let's,ENG
"Dataset complete ho gaya, now let's prepare the README.",prepare,ENG
"Dataset complete ho gaya, now let's prepare the README.",the,ENG
"Dataset complete ho gaya, now let's prepare the README.",README,ENG
